bids_name,fd_mean,fd_perc,fd_num
sub-132_task-choose_run-03_bold,0.06110445,0.76923077,1
sub-132_task-choose_run-04_bold,0.09074635,6.92307692,9
sub-132_task-choose_run-05_bold,0.07282096,0.7751938,1
sub-132_task-choose_run-06_bold,0.11308784,12.3076923,16
sub-132_task-choose_run-07_bold,0.08408538,3.84615385,5
sub-132_task-choose_run-08_bold,0.11656491,3.07692308,4
sub-132_task-choose_run-09_bold,0.07856819,2.3255814,3
sub-133_task-choose_run-01_bold,0.06726548,0.76923077,1
sub-133_task-choose_run-02_bold,0.07564106,0,0
sub-133_task-choose_run-03_bold,0.06961575,0,0
sub-133_task-choose_run-04_bold,0.06727917,0,0
sub-133_task-choose_run-05_bold,0.0668022,1.53846154,2
sub-133_task-choose_run-06_bold,0.06479655,0.76923077,1
sub-133_task-choose_run-07_bold,0.06794295,0,0
sub-133_task-choose_run-08_bold,0.07135872,0.76923077,1
sub-133_task-choose_run-09_bold,0.06540051,1.53846154,2
sub-133_task-gonogo_run-01_bold,0.0672999,0,0
sub-133_task-gonogo_run-02_bold,0.06905245,1,1
sub-133_task-switch_bold,0.0836291,3.68421053,7
sub-134_task-choose_run-01_bold,0.08551153,1.53846154,2
sub-134_task-choose_run-02_bold,0.09506693,5.42635659,7
sub-134_task-choose_run-03_bold,0.10837389,4.61538462,6
sub-134_task-choose_run-04_bold,0.09889619,5.38461538,7
sub-134_task-choose_run-05_bold,0.12182231,13.0769231,17
sub-134_task-choose_run-06_bold,0.09288662,3.07692308,4
sub-134_task-choose_run-07_bold,0.11178085,10,13
sub-134_task-choose_run-08_bold,0.13569142,13.0769231,17
sub-134_task-choose_run-09_bold,0.1639898,20.7692308,27
sub-134_task-gonogo_run-01_bold,0.07959267,6,6
sub-134_task-gonogo_run-02_bold,0.06890176,0,0
sub-134_task-switch_bold,0.13121013,14.2105263,27
sub-135_task-choose_run-01_bold,0.08928212,0.7751938,1
sub-135_task-choose_run-02_bold,0.09314278,1.5503876,2
sub-135_task-choose_run-03_bold,0.09104016,3.07692308,4
sub-135_task-choose_run-04_bold,0.0953218,1.5503876,2
sub-135_task-choose_run-05_bold,0.10641866,6.15384615,8
sub-135_task-choose_run-06_bold,0.10965592,8.46153846,11
sub-135_task-choose_run-07_bold,0.11407923,8.46153846,11
sub-135_task-choose_run-08_bold,0.092004,0.7751938,1
sub-135_task-choose_run-09_bold,0.09938267,6.92307692,9
sub-135_task-gonogo_run-01_bold,0.09560576,4.04040404,4
sub-135_task-gonogo_run-02_bold,0.08535358,0,0
sub-135_task-switch_bold,0.10736994,9.04255319,17
sub-136_task-choose_run-01_bold,0.06001154,0.76923077,1
sub-136_task-choose_run-02_bold,0.06234809,0,0
sub-136_task-choose_run-03_bold,0.07003228,0,0
sub-136_task-choose_run-04_bold,0.07019737,0.76923077,1
sub-136_task-choose_run-05_bold,0.07887347,0,0
sub-136_task-choose_run-06_bold,0.08444815,0.76923077,1
sub-136_task-choose_run-07_bold,0.08309582,0.76923077,1
sub-136_task-choose_run-08_bold,0.09844393,5.38461538,7
sub-136_task-choose_run-09_bold,0.1159306,10,13
sub-136_task-gonogo_run-01_bold,0.06510692,0,0
sub-136_task-gonogo_run-02_bold,0.06442272,3,3
sub-136_task-switch_bold,0.08061968,2.10526316,4
sub-137_task-choose_run-01_bold,0.09115163,3.84615385,5
sub-137_task-choose_run-02_bold,0.08319537,3.07692308,4
sub-137_task-choose_run-03_bold,0.07693463,1.5625,2
sub-137_task-choose_run-04_bold,0.13435589,16.9230769,22
sub-137_task-choose_run-05_bold,0.1104902,9.23076923,12
sub-137_task-choose_run-06_bold,0.17263464,10.7692308,14
sub-137_task-choose_run-07_bold,0.18150423,14.6153846,19
sub-137_task-choose_run-08_bold,0.18320216,10.7692308,14
sub-137_task-choose_run-09_bold,0.13571125,10.0775194,13
sub-137_task-gonogo_run-01_bold,0.13060695,11,11
sub-137_task-gonogo_run-02_bold,0.09336963,8,8
sub-137_task-switch_bold,0.13595524,16.8421053,32
sub-138_task-choose_run-01_bold,0.16709075,24.6153846,32
sub-138_task-choose_run-02_bold,0.15486439,24.8062016,32
sub-138_task-choose_run-03_bold,0.15926589,24.6153846,32
sub-138_task-choose_run-04_bold,0.19954016,47.6923077,62
sub-138_task-choose_run-05_bold,0.18398095,39.2307692,51
sub-138_task-choose_run-06_bold,0.16899149,26.9230769,35
sub-138_task-choose_run-07_bold,0.18080956,34.6153846,45
sub-138_task-choose_run-08_bold,0.19118858,36.9230769,48
sub-138_task-choose_run-09_bold,0.16309039,27.9069767,36
sub-138_task-gonogo_run-01_bold,0.11546794,8,8
sub-138_task-gonogo_run-02_bold,0.11834578,7,7
sub-138_task-switch_bold,0.13914399,18.4210526,35
sub-139_task-choose_run-01_bold,0.13967766,19.379845,25
sub-139_task-choose_run-02_bold,0.13339885,17.6923077,23
sub-139_task-choose_run-03_bold,0.12891807,20.9302326,27
sub-139_task-choose_run-04_bold,0.15698517,24.0310078,31
sub-139_task-choose_run-05_bold,0.12744848,15.3846154,20
sub-139_task-choose_run-06_bold,0.13099591,17.6923077,23
sub-139_task-choose_run-07_bold,0.13279292,16.1538462,21
sub-139_task-choose_run-08_bold,0.12244665,11.5384615,15
sub-139_task-choose_run-09_bold,0.11973493,11.5384615,15
sub-139_task-gonogo_run-01_bold,0.09499683,3.09278351,3
sub-139_task-gonogo_run-02_bold,0.1060126,3.19148936,3
sub-139_task-switch_bold,0.11439424,6.87830688,13
sub-140_task-choose_run-01_bold,0.07391431,0,0
sub-140_task-choose_run-02_bold,0.07209068,4.61538462,6
sub-140_task-choose_run-03_bold,0.06864046,1.53846154,2
sub-140_task-choose_run-04_bold,0.08025408,6.15384615,8
sub-140_task-choose_run-05_bold,0.11005668,7.69230769,10
sub-140_task-choose_run-06_bold,0.13712691,19.2307692,25
sub-140_task-choose_run-07_bold,0.10615865,7.69230769,10
sub-140_task-choose_run-08_bold,0.13815949,18.4615385,24
sub-140_task-choose_run-09_bold,0.09643086,7.69230769,10
sub-140_task-gonogo_run-01_bold,0.07309355,4,4
sub-140_task-gonogo_run-02_bold,0.05983122,2.02020202,2
sub-140_task-switch_bold,0.08473988,4.21052632,8
sub-142_task-choose_run-01_bold,0.0929747,6.15384615,8
sub-142_task-choose_run-02_bold,0.0832531,2.30769231,3
sub-142_task-choose_run-03_bold,0.07945203,0,0
sub-142_task-choose_run-04_bold,0.08824273,3.84615385,5
sub-142_task-choose_run-05_bold,0.11304644,16.1538462,21
sub-142_task-choose_run-06_bold,0.08224951,3.07692308,4
sub-142_task-choose_run-07_bold,0.0994209,8.46153846,11
sub-142_task-choose_run-08_bold,0.0825249,3.84615385,5
sub-142_task-choose_run-09_bold,0.1010603,6.15384615,8
sub-142_task-gonogo_run-01_bold,0.13200453,20.2020202,20
sub-142_task-gonogo_run-02_bold,0.09106323,6,6
sub-142_task-switch_bold,0.08634288,5.26315789,10
sub-143_task-choose_run-01_bold,0.06970259,1.53846154,2
sub-143_task-choose_run-02_bold,0.09278617,3.07692308,4
sub-143_task-choose_run-03_bold,0.07994303,1.53846154,2
sub-143_task-choose_run-04_bold,0.08453617,1.5503876,2
sub-143_task-choose_run-05_bold,0.07562138,0.8,1
sub-143_task-choose_run-06_bold,0.07515604,2.30769231,3
sub-143_task-choose_run-07_bold,0.06996796,0.76923077,1
sub-143_task-choose_run-08_bold,0.07316206,0.76923077,1
sub-143_task-choose_run-09_bold,0.08358404,3.84615385,5
sub-143_task-gonogo_run-01_bold,0.06051815,0,0
sub-143_task-gonogo_run-02_bold,0.05535803,0,0
sub-143_task-switch_bold,0.07680526,3.15789474,6
sub-144_task-choose_run-01_bold,0.08952967,0,0
sub-144_task-choose_run-02_bold,0.08544029,0,0
sub-144_task-choose_run-03_bold,0.0957145,3.84615385,5
sub-144_task-choose_run-04_bold,0.09578569,1.53846154,2
sub-144_task-choose_run-05_bold,0.15277935,23.8461538,31
sub-144_task-choose_run-06_bold,0.12018544,8.46153846,11
sub-144_task-choose_run-07_bold,0.10872401,5.38461538,7
sub-144_task-choose_run-08_bold,0.1317637,13.0769231,17
sub-144_task-choose_run-09_bold,0.10159261,2.30769231,3
sub-144_task-gonogo_run-01_bold,0.06217232,0,0
sub-144_task-gonogo_run-02_bold,0.08742061,1,1
sub-144_task-switch_bold,0.09295196,3.15789474,6
sub-145_task-choose_run-01_bold,0.11521806,5.42635659,7
sub-145_task-choose_run-02_bold,0.12293764,7.75193798,10
sub-145_task-choose_run-03_bold,0.10156051,4.65116279,6
sub-145_task-choose_run-04_bold,0.11548027,12.3076923,16
sub-145_task-choose_run-05_bold,0.12332497,13.1782946,17
sub-145_task-choose_run-06_bold,0.11283245,6.15384615,8
sub-145_task-choose_run-07_bold,0.13767183,14.6153846,19
sub-145_task-choose_run-08_bold,0.11179785,7.03125,9
sub-145_task-choose_run-09_bold,0.12749352,8.46153846,11
sub-145_task-gonogo_run-01_bold,0.08337185,6,6
sub-145_task-gonogo_run-02_bold,0.08243676,3.125,3
sub-145_task-switch_bold,0.12099857,6.34920635,12
sub-146_task-choose_run-01_bold,0.09703971,3.87596899,5
sub-146_task-choose_run-02_bold,0.12704695,10.0775194,13
sub-146_task-choose_run-03_bold,0.1349109,10.0775194,13
sub-146_task-choose_run-04_bold,0.18133973,27.9069767,36
sub-146_task-choose_run-05_bold,0.1609929,20.1550388,26
sub-146_task-choose_run-06_bold,0.16740128,20.1550388,26
sub-146_task-choose_run-07_bold,0.18864487,31.0077519,40
sub-146_task-choose_run-08_bold,0.2712067,45.7364341,59
sub-146_task-choose_run-09_bold,0.13254967,11.627907,15
sub-146_task-gonogo_run-01_bold,0.10760664,5.05050505,5
sub-146_task-gonogo_run-02_bold,0.12125815,8.08080808,8
sub-146_task-switch_bold,0.14265835,13.2275132,25
sub-147_task-choose_run-01_bold,0.1391074,20.7692308,27
sub-147_task-choose_run-02_bold,0.13964782,8.46153846,11
sub-147_task-choose_run-03_bold,0.13300411,10,13
sub-147_task-choose_run-04_bold,0.14204405,14.7286822,19
sub-147_task-choose_run-05_bold,0.13070793,6.92307692,9
sub-147_task-choose_run-06_bold,0.14247782,11.5384615,15
sub-147_task-choose_run-07_bold,0.13424289,10.0775194,13
sub-147_task-choose_run-08_bold,0.14452532,10,13
sub-147_task-choose_run-09_bold,0.13405841,6.97674419,9
sub-147_task-gonogo_run-01_bold,0.11414926,0,0
sub-147_task-gonogo_run-02_bold,0.11058992,0,0
sub-147_task-switch_bold,0.13419047,6.87830688,13
sub-148_task-choose_run-01_bold,0.10395734,6.15384615,8
sub-148_task-choose_run-02_bold,0.0925321,0.76923077,1
sub-148_task-choose_run-03_bold,0.08168214,0.76923077,1
sub-148_task-choose_run-04_bold,0.08817455,0,0
sub-148_task-choose_run-05_bold,0.08436655,0,0
sub-148_task-choose_run-06_bold,0.07900915,0,0
sub-148_task-choose_run-07_bold,0.08040068,0,0
sub-148_task-choose_run-08_bold,0.07854445,1.5503876,2
sub-148_task-choose_run-09_bold,0.08019729,0,0
sub-148_task-gonogo_run-01_bold,0.07027652,0,0
sub-148_task-gonogo_run-02_bold,0.0689451,0,0
sub-148_task-switch_bold,0.08040261,0.52631579,1
sub-149_task-choose_run-01_bold,0.23242394,50.7692308,66
sub-149_task-choose_run-02_bold,0.18739731,39.2307692,51
sub-149_task-choose_run-03_bold,0.20722878,43.0769231,56
sub-149_task-choose_run-04_bold,0.12332122,8.46153846,11
sub-149_task-choose_run-05_bold,0.16077274,23.8461538,31
sub-149_task-choose_run-06_bold,0.17704531,33.0769231,43
sub-149_task-choose_run-07_bold,0.16124982,26.9230769,35
sub-149_task-choose_run-08_bold,0.16251002,24.6153846,32
sub-149_task-choose_run-09_bold,0.19181173,38.4615385,50
sub-149_task-gonogo_run-01_bold,0.09371403,4,4
sub-149_task-gonogo_run-02_bold,0.10095994,4,4
sub-149_task-switch_bold,0.16116281,22.1052632,42
sub-150_task-choose_run-01_bold,0.10885004,9.23076923,12
sub-150_task-choose_run-02_bold,0.19460627,23.255814,30
sub-150_task-choose_run-03_bold,0.16880551,11.8110236,15
sub-150_task-choose_run-04_bold,0.24565598,25.5813953,33
sub-150_task-choose_run-05_bold,0.09012565,7.75193798,10
sub-150_task-choose_run-06_bold,0.07718204,3.10077519,4
sub-150_task-choose_run-07_bold,0.13253087,6.92307692,9
sub-150_task-choose_run-08_bold,0.13251319,13.0769231,17
sub-150_task-choose_run-09_bold,0.13234168,14.6153846,19
sub-150_task-gonogo_run-01_bold,0.20777738,14,14
sub-150_task-gonogo_run-02_bold,0.39020782,39.3939394,39
sub-150_task-switch_bold,0.13146886,13.1578947,25
sub-151_task-choose_run-01_bold,0.31929241,44.9612403,58
sub-151_task-choose_run-02_bold,0.53603034,47.6923077,62
sub-151_task-choose_run-03_bold,0.66835987,39.2307692,51
sub-151_task-choose_run-04_bold,0.76693334,42.3076923,55
sub-151_task-choose_run-05_bold,0.3022757,53.0769231,69
sub-151_task-choose_run-06_bold,0.20693592,46.1538462,60
sub-152_task-choose_run-01_bold,0.08577113,3.84615385,5
sub-152_task-choose_run-02_bold,0.08110066,3.10077519,4
sub-152_task-choose_run-03_bold,0.07898938,3.87596899,5
sub-152_task-choose_run-04_bold,0.07879295,2.30769231,3
sub-152_task-choose_run-05_bold,0.08468597,6.97674419,9
sub-152_task-choose_run-06_bold,0.18118599,8.46153846,11
sub-152_task-choose_run-07_bold,0.28022661,18.4615385,24
sub-152_task-choose_run-08_bold,0.10139767,3.10077519,4
sub-152_task-choose_run-09_bold,0.11251271,7.69230769,10
sub-152_task-gonogo_run-01_bold,0.19008329,6,6
sub-152_task-gonogo_run-02_bold,0.17772175,5.05050505,5
sub-152_task-switch_bold,0.07891803,1.57894737,3
sub-153_task-choose_run-01_bold,0.11760959,8.52713178,11
sub-153_task-choose_run-02_bold,0.13883938,16.1538462,21
sub-153_task-choose_run-03_bold,0.10644493,6.20155039,8
sub-153_task-choose_run-04_bold,0.10986615,10.0775194,13
sub-153_task-choose_run-05_bold,0.11904898,11.627907,15
sub-153_task-choose_run-06_bold,0.11462648,6.97674419,9
sub-153_task-choose_run-07_bold,0.12535247,10.7692308,14
sub-153_task-choose_run-08_bold,0.14334592,17.0542636,22
sub-153_task-choose_run-09_bold,0.12414909,13.0769231,17
sub-153_task-gonogo_run-01_bold,0.07933923,0,0
sub-153_task-gonogo_run-02_bold,0.07951066,0,0
sub-153_task-switch_bold,0.08381561,1.57894737,3
sub-154_task-choose_run-01_bold,0.09223293,3.07692308,4
sub-154_task-choose_run-02_bold,0.10542871,6.92307692,9
sub-154_task-choose_run-03_bold,0.09919322,2.3255814,3
sub-154_task-choose_run-04_bold,0.10265756,3.10077519,4
sub-154_task-choose_run-05_bold,0.10386989,4.65116279,6
sub-154_task-choose_run-06_bold,0.09862081,3.10077519,4
sub-154_task-choose_run-07_bold,0.09909963,1.5625,2
sub-154_task-choose_run-08_bold,0.11338003,4.65116279,6
sub-154_task-choose_run-09_bold,0.09273537,0,0
sub-154_task-gonogo_run-01_bold,0.0714513,2,2
sub-154_task-gonogo_run-02_bold,0.06667992,4,4
sub-154_task-switch_bold,0.08722716,4.21052632,8
sub-155_task-choose_run-01_bold,0.08844702,1.53846154,2
sub-155_task-choose_run-02_bold,0.08655614,0.76923077,1
sub-155_task-choose_run-03_bold,0.1000039,2.30769231,3
sub-155_task-choose_run-04_bold,0.113776,6.97674419,9
sub-155_task-choose_run-05_bold,0.10437162,0,0
sub-155_task-choose_run-06_bold,0.1201462,6.15384615,8
sub-155_task-choose_run-07_bold,0.12600034,7.69230769,10
sub-155_task-choose_run-08_bold,0.15627023,15.503876,20
sub-155_task-choose_run-09_bold,0.17760732,23.8461538,31
sub-155_task-gonogo_run-01_bold,0.07314175,2,2
sub-155_task-gonogo_run-02_bold,0.08828591,5,5
sub-155_task-switch_bold,0.14586322,14.2105263,27
sub-156_task-choose_run-01_bold,0.07691828,4.65116279,6
sub-156_task-choose_run-02_bold,0.08071954,8.52713178,11
sub-156_task-choose_run-03_bold,0.09397879,9.30232558,12
sub-156_task-choose_run-04_bold,0.13949869,14.6153846,19
sub-156_task-choose_run-05_bold,0.19234034,27.9069767,36
sub-156_task-choose_run-06_bold,0.16103626,23.0769231,30
sub-156_task-choose_run-07_bold,0.12756708,13.8461538,18
sub-156_task-choose_run-08_bold,0.17105405,26.1538462,34
sub-156_task-choose_run-09_bold,0.1147585,11.5384615,15
sub-156_task-gonogo_run-01_bold,0.09570053,11.1111111,11
sub-156_task-gonogo_run-02_bold,0.08792021,9.09090909,9
sub-156_task-switch_bold,0.12329495,13.2275132,25
sub-157_task-choose_run-01_bold,0.12291544,6.92307692,9
sub-157_task-choose_run-02_bold,0.10361552,0,0
sub-157_task-choose_run-03_bold,0.10013734,2.34375,3
sub-157_task-choose_run-04_bold,0.08374375,0,0
sub-157_task-choose_run-05_bold,0.07658671,0.7751938,1
sub-157_task-choose_run-06_bold,0.09460884,0,0
sub-157_task-choose_run-07_bold,0.0885921,0,0
sub-157_task-choose_run-08_bold,0.08679584,0.7751938,1
sub-157_task-choose_run-09_bold,0.08327948,0,0
sub-157_task-gonogo_run-01_bold,0.06800673,0,0
sub-157_task-gonogo_run-02_bold,0.07550248,0,0
sub-157_task-switch_bold,0.08510148,0.52910053,1
sub-158_task-choose_run-01_bold,0.13369475,13.1782946,17
sub-158_task-choose_run-02_bold,0.10478845,3.10077519,4
sub-158_task-choose_run-03_bold,0.08153718,0.76923077,1
sub-158_task-choose_run-04_bold,0.08706624,0.7751938,1
sub-158_task-choose_run-05_bold,0.11754348,8.52713178,11
sub-158_task-choose_run-06_bold,0.0963591,3.10077519,4
sub-158_task-choose_run-07_bold,0.08830086,3.10077519,4
sub-158_task-choose_run-08_bold,0.08957793,3.07692308,4
sub-158_task-choose_run-09_bold,0.08437722,2.30769231,3
sub-158_task-gonogo_run-01_bold,0.13933702,14.1414141,14
sub-158_task-gonogo_run-02_bold,0.12782464,6,6
sub-158_task-switch_bold,0.09771884,6.34920635,12
sub-159_task-choose_run-01_bold,0.11339731,2.3255814,3
sub-159_task-choose_run-02_bold,0.14538538,17.6923077,23
sub-159_task-choose_run-03_bold,0.16961358,14.6153846,19
sub-159_task-choose_run-04_bold,0.17678552,18.4615385,24
sub-159_task-choose_run-05_bold,0.1807813,18.6046512,24
sub-159_task-choose_run-06_bold,0.20669155,28.6821705,37
sub-159_task-choose_run-07_bold,0.24669914,27.9069767,36
sub-159_task-choose_run-08_bold,0.36409966,44.9612403,58
sub-159_task-choose_run-09_bold,0.33889977,49.2307692,64
sub-159_task-gonogo_run-01_bold,0.23812746,29,29
sub-159_task-gonogo_run-02_bold,0.22035271,23.2323232,23
sub-159_task-switch_bold,0.15586228,16.4021164,31
sub-160_task-choose_run-01_bold,0.1394254,15.3846154,20
sub-160_task-choose_run-02_bold,0.14002503,20.7692308,27
sub-160_task-choose_run-03_bold,0.15686136,26.9230769,35
sub-160_task-choose_run-04_bold,0.22106386,44.6153846,58
sub-160_task-choose_run-05_bold,0.25144234,46.9230769,61
sub-160_task-choose_run-06_bold,0.10066009,3.07692308,4
sub-160_task-choose_run-07_bold,0.15563695,16.9230769,22
sub-160_task-choose_run-08_bold,0.12547835,10,13
sub-160_task-choose_run-09_bold,0.22754924,44.6153846,58
sub-160_task-gonogo_run-01_bold,0.11437162,4,4
sub-160_task-gonogo_run-02_bold,0.18064421,26.2626263,26
sub-160_task-switch_bold,0.18242985,16.8421053,32
sub-161_task-choose_run-01_bold,0.1323417,18.4615385,24
sub-161_task-choose_run-02_bold,0.13536002,17.6923077,23
sub-161_task-choose_run-03_bold,0.15843336,28.4615385,37
sub-161_task-choose_run-04_bold,0.21497151,40,52
sub-161_task-choose_run-05_bold,0.21517383,36.9230769,48
sub-161_task-choose_run-06_bold,0.33637496,48.4615385,63
sub-161_task-choose_run-07_bold,0.27199257,43.8461538,57
sub-161_task-choose_run-08_bold,0.35857642,60.7692308,79
sub-161_task-choose_run-09_bold,0.2744635,40.7692308,53
sub-161_task-gonogo_run-01_bold,0.30877583,46,46
sub-161_task-gonogo_run-02_bold,0.26172572,44,44
sub-161_task-switch_bold,0.29520073,47.8947368,91
sub-162_task-choose_run-01_bold,0.08037176,0.7751938,1
sub-162_task-choose_run-02_bold,0.08141994,0.81967213,1
sub-162_task-choose_run-03_bold,0.09644581,4.65116279,6
sub-162_task-choose_run-04_bold,0.0820508,1.5503876,2
sub-162_task-choose_run-05_bold,0.11660043,12.4031008,16
sub-162_task-choose_run-06_bold,0.0912617,4.65116279,6
sub-162_task-choose_run-07_bold,0.10309364,3.87596899,5
sub-162_task-choose_run-08_bold,0.1040631,3.87596899,5
sub-162_task-choose_run-09_bold,0.08792797,3.07692308,4
sub-162_task-gonogo_run-01_bold,0.06294165,0,0
sub-162_task-gonogo_run-02_bold,0.06851175,3,3
sub-162_task-switch_bold,0.10141855,4.73684211,9
sub-163_task-choose_run-01_bold,0.08876794,0,0
sub-163_task-choose_run-02_bold,0.07768726,0,0
sub-163_task-choose_run-03_bold,0.08182896,0.7751938,1
sub-163_task-choose_run-04_bold,0.07629714,0,0
sub-163_task-choose_run-05_bold,0.08131032,0,0
sub-163_task-choose_run-06_bold,0.0702695,0,0
sub-163_task-choose_run-07_bold,0.07601518,0,0
sub-163_task-choose_run-08_bold,0.07689846,1.53846154,2
sub-163_task-choose_run-09_bold,0.06842731,0.76923077,1
sub-163_task-gonogo_run-01_bold,0.05722727,0,0
sub-163_task-gonogo_run-02_bold,0.07764512,4.04040404,4
sub-163_task-switch_bold,0.06696553,0.52631579,1
sub-164_task-choose_run-01_bold,0.14147256,13.8461538,18
sub-164_task-choose_run-02_bold,0.13181726,4.61538462,6
sub-164_task-choose_run-03_bold,0.12346101,4.61538462,6
sub-164_task-choose_run-04_bold,0.13010836,5.42635659,7
sub-164_task-choose_run-05_bold,0.1131874,3.07692308,4
sub-164_task-choose_run-06_bold,0.10802106,3.10077519,4
sub-164_task-choose_run-07_bold,0.12951386,14.7286822,19
sub-164_task-choose_run-08_bold,0.10130394,2.3255814,3
sub-164_task-choose_run-09_bold,0.15530384,16.1538462,21
sub-164_task-gonogo_run-01_bold,0.09995441,2,2
sub-164_task-gonogo_run-02_bold,0.11523872,2.02020202,2
sub-164_task-switch_bold,0.12298085,3.15789474,6